,Unnamed: 0,network_v1.0.0,name_v1.0.0,func_v1.0.0,k_v1.0.0,bias_v1.0.0,numPI_v1.0.0,time_PI_v1.0.0,ks_v1.0.0,time_sym_v1.0.0,time_ks_v1.0.0,time_cov_v1.0.0,ke_v1.0.0,tss_v1.0.0,correct_v1.0.0,timeout_v1.0.0,time_sym_std_v1.0.0,ks_norm_v1.0.0,ke_norm_v1.0.0,source_v1.0.0,version_v1.0.0,network_v0.1.2,name_v0.1.2,func_v0.1.2,k_v0.1.2,bias_v0.1.2,numPI_v0.1.2,time_PI_v0.1.2,ks_v0.1.2,time_sym_v0.1.2,time_ks_v0.1.2,time_cov_v0.1.2,ke_v0.1.2,tss_v0.1.2,correct_v0.1.2,timeout_v0.1.2,time_sym_std_v0.1.2,ks_norm_v0.1.2,ke_norm_v0.1.2,source_v0.1.2,version_v0.1.2,ks_shuffle_vals
2005,2005,MAPK Cancer Cell Fate Network,Proliferation,00010000,3,0.125,3,7.224082946777344e-05,1.125,0.0003209114074707,1.5735626220703125e-05,0.0005848407745361,1.25,"[[['122', [], []], ['202', [[1, 2]], []]], [['011', [], []]]]",True,False,1.2802877904089611e-05,0.375,0.4166666666666667,cc,new,MAPK Cancer Cell Fate Network,Proliferation,00010000,3,0.125,3,8.130073547363281e-05,,0.0025280952453613,,,1.25,"[[('202', [[1, 2]], []), ('122', [], [[1, 2]])], [('011', [], [[1, 2]])]]",True,False,0.0003081335810348,,0.4166666666666667,cc,v0.1.2,"[2.625, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
2006,2006,MAPK Cancer Cell Fate Network,SOS,0100,2,0.25,2,4.3392181396484375e-05,0.0,0.0002021312713623,1.2159347534179688e-05,6.985664367675781e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.3781666301458232e-05,0.0,0.625,cc,new,MAPK Cancer Cell Fate Network,SOS,0100,2,0.25,2,4.9591064453125e-05,,0.0012285232543945,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,7.561341399559817e-05,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0]"
2008,2008,MAPK Cancer Cell Fate Network,JNK,01110001111101111111011111111111,5,0.8125,10,0.0003416538238525,3.8125,0.001565933227539,5.1021575927734375e-05,0.0472297668457031,2.375,"[[['00200', [], []], ['00102', [[0, 1, 3, 4]], []]], [['11222', [[0, 1, 3, 4]], []], ['12022', [[0, 1, 3, 4]], []]]]",True,False,0.0004068324501866,0.7625,0.475,cc,new,MAPK Cancer Cell Fate Network,JNK,01110001111101111111011111111111,5,0.8125,10,0.0003385543823242,,0.2018041610717773,,,2.375,"[[('00102', [[0, 1, 3, 4]], [[1, 2, 3]]), ('00200', [], [[0, 1, 3, 4]])], [('21221', [[0, 1, 3, 4]], [[0, 2], [1, 3]]), ('21022', [[0, 1, 3, 4]], [[0, 1, 3]])]]",True,False,0.0061348674205278,,0.475,cc,v0.1.2,"[1.5604166984558105, 1.6165179014205933, 2.1149306297302246, 1.7183035612106323, 2.2994792461395264, 1.5197917222976685, 2.0703125, 1.2895833253860474, 1.8020833730697632, 1.3177083730697632, 2.039583444595337, 2.0260417461395264]"
2011,2011,MAPK Cancer Cell Fate Network,FOS,0000000100000011,4,0.1875,3,0.0001494884490966,1.6875,0.0003939628601074,2.026557922363281e-05,0.0011250972747802,1.5208333333333337,"[[['2022', [[1, 2]], []], ['0220', [], []]], [['1112', [[0, 3]], []]]]",True,False,2.677711318576397e-05,0.421875,0.3802083333333333,cc,new,MAPK Cancer Cell Fate Network,FOS,0000000100000011,4,0.1875,3,0.0001657009124755,,0.0034165859222412,,,1.5208333333333337,"[[('2022', [[1, 2]], []), ('0220', [], [[0, 3], [1, 2]])], [('2111', [[0, 3]], [])]]",True,False,0.000265499247191,,0.3802083333333333,cc,v0.1.2,"[0.4791666567325592, 1.0729166269302368, 1.8697916269302368, 0.4791666567325592, 1.6875, 0.7291666865348816, 1.0729166269302368, 0.0, 0.0, 1.8385416269302368, 1.6875, 1.8385416269302368]"
2013,2013,MAPK Cancer Cell Fate Network,GADD45,0111,2,0.75,2,4.0531158447265625e-05,1.5,0.0003332614898681,1.2159347534179688e-05,0.0003104209899902,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,3.135885048708661e-05,0.75,0.625,cc,new,MAPK Cancer Cell Fate Network,GADD45,0111,2,0.75,2,5.674362182617188e-05,,0.0017027378082275,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,5.91203854116998e-05,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 1.5]"
2014,2014,MAPK Cancer Cell Fate Network,p38,01110001111101111111011111111111,5,0.8125,10,0.0003297328948974,3.8125,0.001406192779541,5.841255187988281e-05,0.046654462814331,2.375,"[[['00200', [], []], ['00102', [[0, 1, 3, 4]], []]], [['11222', [[0, 1, 3, 4]], []], ['12022', [[0, 1, 3, 4]], []]]]",True,False,0.0003920727240946,0.7625,0.475,cc,new,MAPK Cancer Cell Fate Network,p38,01110001111101111111011111111111,5,0.8125,10,0.0003635883331298,,0.2029189586639404,,,2.375,"[[('00102', [[0, 1, 3, 4]], [[1, 2, 3]]), ('00200', [], [[0, 1, 3, 4]])], [('21221', [[0, 1, 3, 4]], [[0, 2], [1, 3]]), ('21022', [[0, 1, 3, 4]], [[0, 1, 3]])]]",True,False,0.0076613881133002,,0.475,cc,v0.1.2,"[1.5291666984558105, 1.8583333492279053, 1.2734375, 1.7109375, 0.0, 1.6385416984558105, 1.8768601417541504, 0.9791666865348816, 1.6458333730697632, 1.03125, 1.6567708253860474, 1.0104166269302368]"
2016,2016,MAPK Cancer Cell Fate Network,GRB2,01111111,3,0.875,3,6.341934204101562e-05,2.625,0.0004095554351806,1.52587890625e-05,0.0013372898101806,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,4.014317557089668e-05,0.875,0.4166666666666667,cc,new,MAPK Cancer Cell Fate Network,GRB2,01111111,3,0.875,3,7.796287536621094e-05,,0.0023403644561767,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.0004277195127641,,0.4166666666666667,cc,v0.1.2,"[2.625, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 2.625]"
2024,2024,Metabolic Interactions in the Gut Microbiome,Blautia,01111111,3,0.875,3,9.512901306152344e-05,2.625,0.0004115104675292,2.646446228027344e-05,0.0015065670013427,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,3.059905322240682e-05,0.875,0.4166666666666667,cc,new,Metabolic Interactions in the Gut Microbiome,Blautia,01111111,3,0.875,3,6.556510925292969e-05,,0.0022146701812744,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.000517635013031,,0.4166666666666667,cc,v0.1.2,"[1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 2.625, 1.125]"
2025,2025,Metabolic Interactions in the Gut Microbiome,Clostridium_difficile,0010,2,0.25,2,6.270408630371094e-05,0.0,0.0002034187316894,1.0728836059570312e-05,8.940696716308594e-05,1.25,"[[['02', [], []], ['21', [], []]], [['10', [], []]]]",True,False,2.356434484018036e-05,0.0,0.625,cc,new,Metabolic Interactions in the Gut Microbiome,Clostridium_difficile,0010,2,0.25,2,5.221366882324219e-05,,0.0013956546783447,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,0.0003124369876376,,0.625,cc,v0.1.2,"[1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0]"
2026,2026,Metabolic Interactions in the Gut Microbiome,Lachnospiraceae_other,0010101010101010,4,0.4375,3,0.0001459121704101,1.3125,0.0004276752471923,1.7404556274414062e-05,0.0014138221740722,1.625,"[[['2221', [], []], ['0002', [], []]], [['1220', [[0, 1, 2]], []]]]",True,False,3.5311522109789574e-05,0.328125,0.40625,cc,new,Metabolic Interactions in the Gut Microbiome,Lachnospiraceae_other,0010101010101010,4,0.4375,3,0.0002915859222412,,0.0024220943450927,,,1.625,"[[('0002', [], [[0, 1, 2]]), ('2221', [], [[0, 1, 2]])], [('2120', [[0, 1, 2]], [])]]",True,False,8.099483036910805e-05,,0.40625,cc,v0.1.2,"[0.5625, 0.0, 1.0625, 1.4375, 0.75, 1.4375, 1.125, 1.0625, 1.8125, 1.25, 1.5104166269302368, 1.1875]"
2027,2027,Metabolic Interactions in the Gut Microbiome,Lachnospiraceae,0010101010101010,4,0.4375,3,0.0001463890075683,1.3125,0.0004127979278564,1.8358230590820312e-05,0.0014967918395996,1.625,"[[['2221', [], []], ['0002', [], []]], [['1220', [[0, 1, 2]], []]]]",True,False,1.5540502665898018e-05,0.328125,0.40625,cc,new,Metabolic Interactions in the Gut Microbiome,Lachnospiraceae,0010101010101010,4,0.4375,3,0.0002796649932861,,0.0024199962615966,,,1.625,"[[('0002', [], [[0, 1, 2]]), ('2221', [], [[0, 1, 2]])], [('2120', [[0, 1, 2]], [])]]",True,False,6.96026118289443e-05,,0.40625,cc,v0.1.2,"[1.9375, 0.75, 1.90625, 0.5, 0.5, 1.3229166269302368, 1.3541666269302368, 2.28125, 0.25, 1.5, 1.3333333730697632, 1.5625]"
2028,2028,Metabolic Interactions in the Gut Microbiome,Other,0010101010101010,4,0.4375,3,0.0001602172851562,1.3125,0.0004022121429443,2.050399780273437e-05,0.0015017986297607,1.625,"[[['2221', [], []], ['0002', [], []]], [['1220', [[0, 1, 2]], []]]]",True,False,1.8210560277870475e-05,0.328125,0.40625,cc,new,Metabolic Interactions in the Gut Microbiome,Other,0010101010101010,4,0.4375,3,0.0001721382141113,,0.0028355598449707,,,1.625,"[[('0002', [], [[0, 1, 2]]), ('2221', [], [[0, 1, 2]])], [('2120', [[0, 1, 2]], [])]]",True,False,0.0004996364137642,,0.40625,cc,v0.1.2,"[0.875, 1.2395833730697632, 1.5, 1.1875, 0.5625, 1.65625, 0.5, 1.5208333730697632, 1.4375, 0.0, 0.8333333134651184, 1.0]"
2031,2031,Metabolic Interactions in the Gut Microbiome,Enterococcus,10111111111111111111111111111111,5,0.96875,5,0.0004620552062988,2.8125,0.000638198852539,5.316734313964844e-05,0.0232133865356445,1.125,"[[['00001', [], []]], [['22220', [], []], ['12222', [[0, 1, 2, 3]], []]]]",True,False,9.542313379531978e-05,0.5625,0.225,cc,new,Metabolic Interactions in the Gut Microbiome,Enterococcus,10111111111111111111111111111111,5,0.96875,5,0.0013811588287353,,0.0127254009246826,,,1.125,"[[('00001', [], [[0, 1, 2, 3]])], [('12222', [[0, 1, 2, 3]], [[0, 1, 2, 3]]), ('22220', [], [[0, 1, 2, 3]])]]",True,False,0.002948679132516,,0.225,cc,v0.1.2,"[2.484375, 2.8125, 2.484375, 2.484375, 2.484375, 2.484375, 2.484375, 4.84375, 2.8125, 2.484375, 2.484375, 2.8125]"
2032,2032,Metabolic Interactions in the Gut Microbiome,Barnesiella,0010101010101010,4,0.4375,3,0.00010347366333,1.3125,0.000378131866455,1.71661376953125e-05,0.0013496875762939,1.625,"[[['2221', [], []], ['0002', [], []]], [['1220', [[0, 1, 2]], []]]]",True,False,2.7582051784910965e-05,0.328125,0.40625,cc,new,Metabolic Interactions in the Gut Microbiome,Barnesiella,0010101010101010,4,0.4375,3,0.0001111030578613,,0.0027552127838134,,,1.625,"[[('0002', [], [[0, 1, 2]]), ('2221', [], [[0, 1, 2]])], [('2120', [[0, 1, 2]], [])]]",True,False,0.000445899205024,,0.40625,cc,v0.1.2,"[1.3125, 1.4375, 0.8333333134651184, 1.90625, 1.2708333730697632, 1.4375, 1.8125, 0.4375, 1.25, 1.5625, 1.5, 1.25]"
2034,2034,Neurotransmitter Signaling Pathway,Calcium,0111,2,0.75,2,4.172325134277344e-05,1.5,0.000320816040039,1.1920928955078123e-05,0.0003087520599365,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.499848057426205e-05,0.75,0.625,cc,new,Neurotransmitter Signaling Pathway,Calcium,0111,2,0.75,2,7.295608520507812e-05,,0.0017663955688476,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0001428655692215,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5]"
2043,2043,Neurotransmitter Signaling Pathway,Glutamate_Receptor,00010000,3,0.125,3,7.891654968261719e-05,1.125,0.000325059890747,1.4066696166992188e-05,0.0005557537078857,1.25,"[[['122', [], []], ['202', [[1, 2]], []]], [['011', [], []]]]",True,False,2.46583370875506e-05,0.375,0.4166666666666667,cc,new,Neurotransmitter Signaling Pathway,Glutamate_Receptor,00010000,3,0.125,3,8.797645568847656e-05,,0.0028031349182128,,,1.25,"[[('202', [[1, 2]], []), ('122', [], [[1, 2]])], [('011', [], [[1, 2]])]]",True,False,0.0004440327331738,,0.4166666666666667,cc,v0.1.2,"[2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
2044,2044,Neurotransmitter Signaling Pathway,DARPP32,0100,2,0.25,2,4.482269287109375e-05,0.0,0.0002208232879638,1.0728836059570312e-05,6.67572021484375e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,3.229191087404436e-05,0.0,0.625,cc,new,Neurotransmitter Signaling Pathway,DARPP32,0100,2,0.25,2,5.674362182617188e-05,,0.0014802455902099,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.00018888768769,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 0.0, 0.0]"
2046,2046,Neurotransmitter Signaling Pathway,Adenylate_cyclase,0100,2,0.25,2,4.458427429199219e-05,0.0,0.0002097129821777,1.0251998901367188e-05,6.151199340820312e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.66132419976813e-05,0.0,0.625,cc,new,Neurotransmitter Signaling Pathway,Adenylate_cyclase,0100,2,0.25,2,5.435943603515625e-05,,0.0014654159545898,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.0001958143619611,,0.625,cc,v0.1.2,"[0.0, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0]"
2047,2047,Neurotransmitter Signaling Pathway,Dopamine,0100,2,0.25,2,4.982948303222656e-05,0.0,0.0002147197723388,1.0967254638671877e-05,6.198883056640625e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.6237408016581778e-05,0.0,0.625,cc,new,Neurotransmitter Signaling Pathway,Dopamine,0100,2,0.25,2,5.1021575927734375e-05,,0.001474905014038,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.0001358786283857,,0.625,cc,v0.1.2,"[0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0]"
2050,2050,Oxidative Stress Pathway,PKC,0010,2,0.25,2,4.553794860839844e-05,0.0,0.0002060413360595,1.0967254638671877e-05,6.008148193359375e-05,1.25,"[[['02', [], []], ['21', [], []]], [['10', [], []]]]",True,False,1.3097320172515902e-05,0.0,0.625,cc,new,Oxidative Stress Pathway,PKC,0010,2,0.25,2,5.793571472167969e-05,,0.0015973567962646,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,6.728802535875573e-05,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5]"
2051,2051,Oxidative Stress Pathway,Mdm2,01001100,3,0.375,2,6.580352783203125e-05,0.75,0.000355052947998,1.4781951904296877e-05,0.0003588199615478,1.5625,"[[['212', [], []], ['020', [], []]], [['102', [[0, 2]], []]]]",True,False,4.4577873504892906e-05,0.25,0.5208333333333334,cc,new,Oxidative Stress Pathway,Mdm2,01001100,3,0.375,2,8.58306884765625e-05,,0.0024341106414794,,,1.5625,"[[('212', [], [[0, 2]]), ('020', [], [[0, 2]])], [('201', [[0, 2]], [])]]",True,False,0.0003248130791095,,0.5208333333333334,cc,v0.1.2,"[0.75, 0.75, 1.125, 0.625, 1.25, 0.75, 0.0, 0.0, 1.125, 0.625, 0.625, 0.75]"
2052,2052,Oxidative Stress Pathway,PIP3,0100,2,0.25,2,3.886222839355469e-05,0.0,0.0002004623413085,1.0251998901367188e-05,6.031990051269531e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.684079215260853e-05,0.0,0.625,cc,new,Oxidative Stress Pathway,PIP3,0100,2,0.25,2,5.125999450683594e-05,,0.0014187335968017,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.0001044903090664,,0.625,cc,v0.1.2,"[0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0]"
2054,2054,Oxidative Stress Pathway,p53,0100,2,0.25,2,4.1961669921875e-05,0.0,0.0002223968505859,1.0013580322265623e-05,6.318092346191406e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.2946282521103272e-05,0.0,0.625,cc,new,Oxidative Stress Pathway,p53,0100,2,0.25,2,6.055831909179688e-05,,0.0013195514678955,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.0004276500063493,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0]"
2056,2056,Oxidative Stress Pathway,ROS,0100,2,0.25,2,4.601478576660156e-05,0.0,0.0002063751220703,1.0251998901367188e-05,6.175041198730469e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.4716124860596312e-05,0.0,0.625,cc,new,Oxidative Stress Pathway,ROS,0100,2,0.25,2,5.435943603515625e-05,,0.0011980533599853,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,6.16056261910858e-05,,0.625,cc,v0.1.2,"[0.0, 1.5, 0.0, 1.5, 0.0, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0, 1.5]"
2057,2057,Oxidative Stress Pathway,ARE,0100000000000000,4,0.0625,4,0.000159740447998,1.96875,0.0004444122314453,2.026557922363281e-05,0.0028479099273681,1.1875,"[[['1222', [[0, 1, 2]], []], ['2220', [], []]], [['0001', [], []]]]",True,False,3.98828035787132e-05,0.4921875,0.296875,cc,new,Oxidative Stress Pathway,ARE,0100000000000000,4,0.0625,4,0.0001883506774902,,0.0048538208007812,,,1.1875,"[[('2122', [[0, 1, 2]], [[0, 1]]), ('2220', [], [[0, 1, 2]])], [('0001', [], [[0, 1, 2]])]]",True,False,5.776791152677891e-05,,0.296875,cc,v0.1.2,"[1.96875, 1.96875, 3.75, 1.96875, 1.96875, 1.96875, 1.96875, 1.96875, 1.875, 1.875, 1.96875, 1.96875]"
2062,2062,Oxidative Stress Pathway,Nrf2,11011111,3,0.875,3,7.05718994140625e-05,1.125,0.0003465175628662,1.5497207641601562e-05,0.0005750656127929,1.25,"[[['010', [], []]], [['122', [[0, 2]], []], ['202', [], []]]]",True,False,3.140891287622158e-05,0.375,0.4166666666666667,cc,new,Oxidative Stress Pathway,Nrf2,11011111,3,0.875,3,0.0001022815704345,,0.0025423049926757,,,1.25,"[[('010', [], [[0, 2]])], [('221', [[0, 2]], []), ('202', [], [[0, 2]])]]",True,False,9.696896014085769e-05,,0.4166666666666667,cc,v0.1.2,"[2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 2.625, 1.125, 2.625]"
2065,2065,Oxidative Stress Pathway,Keap1,01110000,3,0.375,2,6.890296936035156e-05,0.75,0.0003511428833007,1.4066696166992188e-05,0.0003349781036376,1.5625,"[[['200', [], []], ['122', [], []]], [['012', [[1, 2]], []]]]",True,False,3.253392523970644e-05,0.25,0.5208333333333334,cc,new,Oxidative Stress Pathway,Keap1,01110000,3,0.375,2,0.0001163482666015,,0.0020026683807373,,,1.5625,"[[('200', [], [[1, 2]]), ('122', [], [[1, 2]])], [('021', [[1, 2]], [])]]",True,False,6.963184301884542e-05,,0.5208333333333334,cc,v0.1.2,"[1.25, 1.125, 1.125, 2.625, 0.75, 0.0, 1.25, 0.75, 0.75, 0.0, 2.625, 0.0]"
2066,2066,Oxidative Stress Pathway,Bcl2,1000,2,0.25,2,4.076957702636719e-05,1.5,0.0003154277801513,1.239776611328125e-05,0.0003049373626708,1.25,"[[['12', [[0, 1]], []]], [['00', [], []]]]",True,False,1.1165526689123273e-05,0.75,0.625,cc,new,Oxidative Stress Pathway,Bcl2,1000,2,0.25,2,6.890296936035156e-05,,0.0017683982849121,,,1.25,"[[('12', [[0, 1]], [])], [('00', [], [[0, 1]])]]",True,False,7.242109450311081e-05,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0, 0.0]"
2070,2070,PC12 Cell Differentiation,FAK,0111,2,0.75,2,4.1961669921875e-05,1.5,0.000313663482666,1.1920928955078123e-05,0.0003080368041992,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.999739296564777e-05,0.75,0.625,cc,new,PC12 Cell Differentiation,FAK,0111,2,0.75,2,7.390975952148438e-05,,0.0017452239990234,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,5.995779324099837e-05,,0.625,cc,v0.1.2,"[0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0]"
2073,2073,PC12 Cell Differentiation,Fosl1,01111111,3,0.875,3,6.937980651855469e-05,2.625,0.000447130203247,1.239776611328125e-05,0.0012102127075195,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,7.273487762891538e-05,0.875,0.4166666666666667,cc,new,PC12 Cell Differentiation,Fosl1,01111111,3,0.875,3,7.557868957519531e-05,,0.0023445606231689,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.0004315355838284,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125]"
2075,2075,PC12 Cell Differentiation,MSK1/2,0111,2,0.75,2,4.839897155761719e-05,1.5,0.0002987384796142,1.52587890625e-05,0.0005190372467041,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.2958219758702462e-05,0.75,0.625,cc,new,PC12 Cell Differentiation,MSK1/2,0111,2,0.75,2,5.292892456054688e-05,,0.0019261360168457,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0002415014931614,,0.625,cc,v0.1.2,"[1.5, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5, 1.5, 1.5]"
2076,2076,PC12 Cell Differentiation,Maff,01111111,3,0.875,3,6.961822509765625e-05,2.625,0.0003756999969482,1.3589859008789062e-05,0.0013873577117919,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,1.6851589782808927e-05,0.875,0.4166666666666667,cc,new,PC12 Cell Differentiation,Maff,01111111,3,0.875,3,8.153915405273438e-05,,0.0024709224700927,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.0003887067714662,,0.4166666666666667,cc,v0.1.2,"[1.125, 2.625, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 2.625]"
2077,2077,PC12 Cell Differentiation,KLF2,01111111,3,0.875,3,6.699562072753906e-05,2.625,0.0003875732421875,2.2411346435546875e-05,0.0029740333557128,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,1.8795853850162702e-05,0.875,0.4166666666666667,cc,new,PC12 Cell Differentiation,KLF2,01111111,3,0.875,3,7.772445678710938e-05,,0.0021492958068847,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,9.205148366858252e-05,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125]"
2078,2078,PC12 Cell Differentiation,KLF5,01111111,3,0.875,3,9.441375732421876e-05,2.625,0.0003723621368408,1.3113021850585938e-05,0.0022029876708984,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,2.6167631122138493e-05,0.875,0.4166666666666667,cc,new,PC12 Cell Differentiation,KLF5,01111111,3,0.875,3,7.653236389160156e-05,,0.0024127483367919,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.0004372332158294,,0.4166666666666667,cc,v0.1.2,"[1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 2.625]"
2080,2080,PC12 Cell Differentiation,Stat3,0111,2,0.75,2,4.172325134277344e-05,1.5,0.0003066062927246,1.0728836059570312e-05,0.000295877456665,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.4576717727310915e-05,0.75,0.625,cc,new,PC12 Cell Differentiation,Stat3,0111,2,0.75,2,5.125999450683594e-05,,0.0017692565917968,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0001189972326546,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 1.5, 1.5, 0.0, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0]"
2085,2085,PC12 Cell Differentiation,KLF6,0111,2,0.75,2,4.553794860839844e-05,1.5,0.0002949714660644,1.0728836059570312e-05,0.0002975463867187,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,2.447777496235061e-05,0.75,0.625,cc,new,PC12 Cell Differentiation,KLF6,0111,2,0.75,2,7.05718994140625e-05,,0.0020191669464111,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0010260541483961,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5]"
2086,2086,PC12 Cell Differentiation,P38,0111,2,0.75,2,3.910064697265625e-05,1.5,0.0003121852874755,1.0967254638671877e-05,0.0002956390380859,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.888997488864373e-05,0.75,0.625,cc,new,PC12 Cell Differentiation,P38,0111,2,0.75,2,7.319450378417969e-05,,0.0016390800476074,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,3.112742421263382e-05,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
