,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,ks_norm,ke_norm
692,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",DC,01001100,3,0.375,2,5.245208740234375e-05,0.75,0.0005156993865966797,1.049041748046875e-05,0.0001914501190185547,1.5625,0.25,0.5208333333333334
693,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",MDM2,0000000001000000,4,0.0625,4,0.00013136863708496094,1.875,0.0010941028594970703,1.6450881958007812e-05,0.0013611316680908203,1.1875,0.46875,0.296875
694,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",FADD,0111,2,0.75,2,4.482269287109375e-05,1.5,0.0007183551788330078,8.344650268554688e-06,0.00018739700317382812,1.25,0.75,0.625
695,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",TGFB,01,1,0.5,1,2.0503997802734375e-05,0.0,0.0002124309539794922,4.5299530029296875e-06,1.5974044799804688e-05,1.0,0.0,1.0
696,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",CYCLIND1,0010101010101010,4,0.4375,3,9.846687316894531e-05,1.3125,0.0007631778717041016,2.8371810913085938e-05,0.0009903907775878906,1.625,0.328125,0.40625
697,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",IKB,10,1,0.5,1,1.9073486328125e-05,0.0,0.00020265579223632812,4.5299530029296875e-06,1.4781951904296875e-05,1.0,0.0,1.0
698,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",IL6,01111111,3,0.875,3,4.482269287109375e-05,2.625,0.0006856918334960938,7.3909759521484375e-06,0.0008788108825683594,1.25,0.875,0.4166666666666667
699,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",CASP9,00001000,3,0.125,3,5.316734313964844e-05,1.125,0.0005252361297607422,8.344650268554688e-06,0.00043964385986328125,1.25,0.375,0.4166666666666667
700,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",MEKK1,01111111,3,0.875,3,6.079673767089844e-05,2.625,0.0007672309875488281,1.1444091796875e-05,0.0013096332550048828,1.25,0.875,0.4166666666666667
701,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",BAX,0000000000101010,4,0.1875,3,0.00020170211791992188,0.375,0.0011246204376220703,1.3113021850585938e-05,0.0003380775451660156,1.5208333333333335,0.09375,0.38020833333333337
702,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",AKT,01000000,3,0.125,3,7.557868957519531e-05,1.125,0.0005967617034912109,8.821487426757812e-06,0.0003745555877685547,1.25,0.375,0.4166666666666667
703,"<BNetwork(name='Colitis-associated colon cancer', N=70, Nodes=['SMAD', 'CYTC', 'TNFA', 'FAS', 'GP130', 'CASP8', 'SPHK1', 'JAK', 'SOCS', 'SMASE', 'TH1', 'IFNG', 'SOD', 'PTEN', 'IL10', 'JUN', 'PP2A', 'P53', 'RAS', 'CASP3', 'MEK', 'MAC', 'P21', 'CERAMIDE', 'TREG', 'TBID', 'IL12', 'BCATENIN', 'RAF', 'ASK1', 'TNFR', 'TH2', 'IL4', 'STAT3', 'JNK', 'CFLIP', 'IKK', 'EP2', 'SMAD7', 'PI3K', 'CTL', 'FOS', 'BCL2', 'TGFR', 'GSK3B', 'CCL2', 'MOMP', 'ATM', 'IAP', 'Apoptosis', 'Proliferation', 'PGE2', 'COX2', 'SMAC', 'ERK', 'S1P', 'ROS', 'NFKB', 'DC', 'MDM2', 'FADD', 'TGFB', 'CYCLIND1', 'IKB', 'IL6', 'CASP9', 'MEKK1', 'BAX', 'AKT', 'APC'])>",APC,01,1,0.5,1,1.3828277587890625e-05,0.0,0.00022745132446289062,4.291534423828125e-06,1.33514404296875e-05,1.0,0.0,1.0
704,"<BNetwork(name='Cortical Area Development', N=5, Nodes=['Emx2', 'Pax6', 'Fgf8', 'Coup_fti', 'Sp8'])>",Emx2,0010000000000000,4,0.0625,4,0.00014829635620117188,1.96875,0.0015959739685058594,1.3113021850585938e-05,0.0018558502197265625,1.1875,0.4921875,0.296875
705,"<BNetwork(name='Cortical Area Development', N=5, Nodes=['Emx2', 'Pax6', 'Fgf8', 'Coup_fti', 'Sp8'])>",Pax6,01000000,3,0.125,3,7.82012939453125e-05,1.125,0.0005435943603515625,8.106231689453125e-06,0.00037479400634765625,1.25,0.375,0.4166666666666667
706,"<BNetwork(name='Cortical Area Development', N=5, Nodes=['Emx2', 'Pax6', 'Fgf8', 'Coup_fti', 'Sp8'])>",Fgf8,00010000,3,0.125,3,6.699562072753906e-05,1.125,0.0005872249603271484,9.298324584960938e-06,0.0004703998565673828,1.25,0.375,0.4166666666666667
707,"<BNetwork(name='Cortical Area Development', N=5, Nodes=['Emx2', 'Pax6', 'Fgf8', 'Coup_fti', 'Sp8'])>",Coup_fti,1000,2,0.25,2,3.075599670410156e-05,1.5,0.0005359649658203125,2.6941299438476562e-05,0.00025725364685058594,1.25,0.75,0.625
708,"<BNetwork(name='Cortical Area Development', N=5, Nodes=['Emx2', 'Pax6', 'Fgf8', 'Coup_fti', 'Sp8'])>",Sp8,0100,2,0.25,2,2.8371810913085938e-05,0.0,0.00023794174194335938,5.245208740234375e-06,2.0742416381835938e-05,1.25,0.0,0.625
709,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",CASP8,0010101010101010,4,0.4375,3,0.00011944770812988281,1.3125,0.0007257461547851562,1.0728836059570312e-05,0.0009131431579589844,1.625,0.328125,0.40625
710,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",RIP1ub,0001,2,0.25,2,2.2411346435546875e-05,1.5,0.0004372596740722656,5.4836273193359375e-06,0.0001919269561767578,1.25,0.75,0.625
711,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",DISC-TNF,0001,2,0.25,2,2.2411346435546875e-05,1.5,0.0004341602325439453,5.245208740234375e-06,0.00019097328186035156,1.25,0.75,0.625
712,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",BCL2,01,1,0.5,1,2.4080276489257812e-05,0.0,0.00025773048400878906,7.152557373046875e-06,1.7404556274414062e-05,1.0,0.0,1.0
713,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",apoptosis,01,1,0.5,1,1.9550323486328125e-05,0.0,0.00022077560424804688,4.291534423828125e-06,2.7418136596679688e-05,1.0,0.0,1.0
714,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",cIAP,01001100,3,0.375,2,6.937980651855469e-05,0.75,0.0005311965942382812,8.344650268554688e-06,0.00022411346435546875,1.5625,0.25,0.5208333333333334
715,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",RIP1k,01,1,0.5,1,1.8835067749023438e-05,0.0,0.00022912025451660156,4.291534423828125e-06,1.3589859008789062e-05,1.0,0.0,1.0
716,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",DISC-FAS,0001,2,0.25,2,2.384185791015625e-05,1.5,0.0004379749298095703,5.4836273193359375e-06,0.00019240379333496094,1.25,0.75,0.625
717,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",MOMP,0111,2,0.75,2,2.2411346435546875e-05,1.5,0.0004622936248779297,5.4836273193359375e-06,0.00019025802612304688,1.25,0.75,0.625
718,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",Cyt_c,01,1,0.5,1,1.5497207641601562e-05,0.0,0.00022101402282714844,4.0531158447265625e-06,1.3113021850585938e-05,1.0,0.0,1.0
719,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",MPT,0100,2,0.25,2,2.5510787963867188e-05,0.0,0.00023412704467773438,5.7220458984375e-06,2.0265579223632812e-05,1.25,0.0,0.625
720,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",SMAC,01,1,0.5,1,3.337860107421875e-05,0.0,0.0002474784851074219,2.2172927856445312e-05,3.075599670410156e-05,1.0,0.0,1.0
721,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",RIP1,01110000,3,0.375,2,7.295608520507812e-05,0.75,0.00047588348388671875,8.106231689453125e-06,0.00022983551025390625,1.5625,0.25,0.5208333333333334
722,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",CASP3,0100,2,0.25,2,5.269050598144531e-05,0.0,0.0002675056457519531,2.6941299438476562e-05,4.363059997558594e-05,1.25,0.0,0.625
723,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",ATP,10,1,0.5,1,1.7642974853515625e-05,0.0,0.00022268295288085938,4.291534423828125e-06,1.430511474609375e-05,1.0,0.0,1.0
724,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",TNFR,01,1,0.5,1,1.4066696166992188e-05,0.0,0.00021338462829589844,4.0531158447265625e-06,1.2636184692382812e-05,1.0,0.0,1.0
725,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",survival,01,1,0.5,1,1.3828277587890625e-05,0.0,0.000213623046875,4.0531158447265625e-06,1.239776611328125e-05,1.0,0.0,1.0
726,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",XIAP,0100,2,0.25,2,3.981590270996094e-05,0.0,0.0003113746643066406,2.3603439331054688e-05,5.7220458984375e-05,1.25,0.0,0.625
727,"<BNetwork(name='Death Receptor Signaling', N=28, Nodes=['CASP8', 'RIP1ub', 'DISC-TNF', 'BCL2', 'apoptosis', 'cIAP', 'RIP1k', 'DISC-FAS', 'MOMP', 'Cyt_c', 'MPT', 'SMAC', 'RIP1', 'CASP3', 'ATP', 'TNFR', 'survival', 'XIAP', 'ROS', 'BAX', 'apoptosome', 'cFLIP', 'IKK', 'NonACD', 'NFkB', 'FADD', 'TNF', 'FASL'])>",ROS,00101010,3,0.375,2,7.200241088867188e-05,0.75,0.0004763603210449219,2.574920654296875e-05,0.00023746490478515625,1.5625,0.25,0.5208333333333334
